Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0001046,qa27,Volodymyr Kushnir,,normal,minor,always,,General,2023-04-03,,,,public,2023-04-03,При відкритті головної сторінки в консолі висвітлюється помилка типу Manifest: line,new,open,
0001045,[Matvienko K.] Stoneheatrh,Matvey,,normal,minor,always,,General,2023-04-03,11 Pro,22H2,Windows,public,2023-04-03,"Activity area of the links on ""Upcoming Mission Events"" page is exceeded",new,open,
0001044,[Matvienko K.] Stoneheatrh,Matvey,,low,minor,always,,General,2023-04-03,11 Pro,22H2,Windows,public,2023-04-03,"Absence requested resources on the server (error 404), on the page ""Image Galleries"" while it loading",new,open,
0001043,[Matvienko K.] Stoneheatrh,Matvey,,normal,minor,always,,General,2023-04-03,11 Pro,22H2,Windows,public,2023-04-03,"Non-clickable link ""For Students"" in section ""NASA Audiences"" at header",new,open,
0001042,[Matvienko K.] Stoneheatrh,Matvey,,low,trivial,always,,General,2023-04-03,,,,public,2023-04-03,Overlaying one drop-down menu on another in the header,new,open,
0001041,Projekt[Antonov] 2.0,Skrailok,,low,minor,always,,General,2023-04-02,,,,public,2023-04-02,The size of the logo on the main page is different from the size of the logo in the menu sections,new,open,
0001040,Projekt[Antonov] 2.0,Skrailok,,normal,minor,always,,General,2023-04-02,,,,public,2023-04-02,Non-folding menus do not disappear when you click on one of the top menu sections,new,open,
0001039,Projekt[Antonov] 2.0,Skrailok,,normal,tweak,have not tried,,General,2023-04-02,,,,public,2023-04-02,Overlaying menus on top of each other in the Header,new,open,
0001038,Projekt[Antonov] 2.0,Skrailok,,normal,minor,always,,General,2023-04-02,,,,public,2023-04-02,"The number of subsections in the ""Abaut"" menu differs from the number of subsections in the side menu of this section",new,open,
0001037,Projekt[Antonov] 2.0,Skrailok,,normal,major,always,,General,2023-04-02,Windows,10,,public,2023-04-02,"""404"" errors in the ""Сommercial Crew"" section",new,open,
0001036,qa27,test,,low,text,always,,General,2023-04-01,,,,public,2023-04-01,"[Мищенко] Ошибка в слове ""Android"" (вместо""Android"" написано ""Andriod"") в разделе ""F.A.Q.""",new,open,
0001035,qa27,test,,low,text,always,,General,2023-04-01,,,,public,2023-04-01,"[Мищенко] В украинской локализации сайта ошибка в слове ""програміст"", в разделе ""Вакансії""",new,open,
0001034,qa27,test,,normal,minor,always,,General,2023-04-01,,,,public,2023-04-01,"[Мищенко]  В английской локализации сайта отсутствует перевод категории JavaScript (Node, Express)",new,open,
0001033,qa27,test,,low,minor,always,,General,2023-03-31,,,,public,2023-03-31,"[Мищенко] Ошибка в консоли Chrome DevTools ""Failed to load resource: the server responded with a status of 503 ()""",new,open,
0001032,qa27,test,,normal,minor,always,,General,2023-03-31,,,,public,2023-03-31,"[Мищенко] Отсутствует валидация в поле для ввода ФИО в разделе ""Свяжитесь с экспертами""",new,open,
0001031,qa27,test,,normal,text,always,,General,2023-03-31,,,,public,2023-03-31,"[Свистунов] В английской локализации - русский текст ""ЗАГРУЗИ БОЛЬШЕ… СЛЕДУЙТЕ В INSTAGRAM"".",new,open,
0001017,qa27,test,,high,minor,have not tried,,General,2023-03-30,,,,public,2023-03-31,[Свистунов] В английской локализации не переведен текст с украинского языка: (UA) УПРАВЛІННЯ ПАРКІНГОМ...,new,open,
0001030,qa27,test,,low,minor,always,,General,2023-03-31,,,,public,2023-03-31,"[Свистунов] В украинской локализации - русский текст ""ЗАГРУЗИ БОЛЬШЕ… СЛЕДУЙТЕ В INSTAGRAM"".",new,open,
0001029,qa27,test,,normal,minor,always,,General,2023-03-31,,,,public,2023-03-31,"[Мищенко] В английской локализации сайта отсутствует перевод кнопки  ""Загрузи больше""",new,open,
0001028,qa27,test,,normal,major,always,,General,2023-03-31,,,,public,2023-03-31,"[Свистунов] Не активная ссылка ""Blockchain"".",new,open,
0001027,qa27,test,,high,major,always,,General,2023-03-31,,,,public,2023-03-31,"[Свистунов] Ошибка в написании слова ""Android"".",new,open,
0001026,qa27,test,,low,minor,always,,General,2023-03-31,,,,public,2023-03-31,"[Мищенко] Отсутствует перевод в английской локализации сайта при нажатии на значок ""Связаться с нами""",new,open,
0001025,qa27,test,,normal,minor,always,,General,2023-03-31,,,,public,2023-03-31,"[Свистунов] Отсутствует список вакансий в всплывающем меню ""Вакинсии"" (При наличии перечня вакансий в разделе вакансии).",new,open,
0001024,qa27,test,,high,minor,always,,General,2023-03-31,,,,public,2023-03-31,[Мищенко] Плавающие кнопки сливаются с белым фоном и не видны при прокрутке страницы вниз,new,open,
0001023,qa27,test,,high,tweak,always,,General,2023-03-31,,,,public,2023-03-31,[Мищенко] Отсутствие автокоррекции запроса в поисковой строке,new,open,
0001022,qa27,test,,normal,minor,always,,General,2023-03-30,,,,public,2023-03-30,"[Мищенко Андрей] Отсутствует валидация поля для ввода номера телефона в разделе ""Контакты""",new,open,
0001021,qa27,test,,high,minor,always,,General,2023-03-30,,,,public,2023-03-30,[Свистунов] Отсутствует валидация поля ФИО,new,open,
0001020,qa27,test,,high,minor,always,,General,2023-03-30,,,,public,2023-03-30,[Свистунов] В английской локализации не переведен текст с украинского языка: (Ua) В даний момент JavaSсript одна з...,new,open,
0001019,qa27,Ella QA27,,high,trivial,always,,General,2023-03-30,,,,public,2023-03-30,[Татаринович Элеонора] Отсутствует сайт заказчика заявленный в Порфолио,new,open,
0001013,qa27,Ella QA27,,normal,tweak,always,,General,2023-03-30,,,,public,2023-03-30,[Татаринович Элеонора] Отсутствует EN локализация в разделе TIMELINE,new,open,
0001018,knp191,AnastasiiaLusta,,low,text,always,,General,2023-03-30,,,,public,2023-03-30,"[Луста][L10N] Отсутствие TR локализации в ""Настройки"" в пункте ""Tatil kipi""",new,open,
0001016,knp191,AnastasiiaLusta,,low,text,always,,General,2023-03-30,,,,public,2023-03-30,"[Луста][L10N] Отсутствие TR локализации в ""Настройки"" в пункте ""Kullanıcı Arayüzü""",new,open,
0001015,knp191,AnastasiiaLusta,,normal,minor,have not tried,,General,2023-03-30,,,,public,2023-03-30,"[Луста][L10N] Отсутствие RU локализации в ""Настройках"" в пункте ""Аудио""",new,open,
0001014,knp191,AnastasiiaLusta,,normal,tweak,always,,General,2023-03-30,,,,public,2023-03-30,"[Луста] При переключении на другой ""Tab"" остаются элементы ""Combobox"" после его открытия",new,open,
0001007,qa27,Ella QA27,,normal,tweak,always,,General,2023-03-30,,,,public,2023-03-30,[Татаринович Элеонора] Полностью отсутствует локализация в отзывах клиентов,new,open,
0001012,knp191,AnastasiiaLusta,,low,text,always,,General,2023-03-30,,,,public,2023-03-30,"[Луста][L10N] Отсутствие IT локализации в ""Настройки"" в ""Combobox""",new,open,
0001011,qa27,test,,normal,minor,have not tried,,General,2023-03-30,,,,public,2023-03-30,[Свистунов] Failed to load resource: the server responded with a status of 503 (),new,open,
0001009,knp191,AnastasiiaLusta,,low,text,always,,General,2023-03-30,,,,public,2023-03-30,"[Луста][L10N] Отсутствие AR локализации в ""Настройках"" в ""Togglebutton""",new,open,
0001008,knp191,AnastasiiaLusta,,low,text,always,,General,2023-03-30,,,,public,2023-03-30,"[Луста][L10N] Отсутствие PL локализации в ""Настройки"" в ""Togglebutton""",new,open,
0001006,qa27,Ella QA27,,high,major,always,,General,2023-03-30,,,,public,2023-03-30,[Татаринович Элеонора] Полностью отсутствует валидация страницы НБУ по ссылке флаг Украины,new,open,
0001005,qa27,Ella QA27,,normal,trivial,always,,General,2023-03-30,,,,public,2023-03-30,"[Татаринович Элеонора] Для элемент глоссария  ""Andriod"" на странице F.A.Q. отсутствует пояснение",new,open,
0001003,qa27,Ella QA27,,low,text,always,,General,2023-03-30,,,,public,2023-03-30,"[Татаринович Элеонора] Орфографическая ошибка в слове ""Andriod"" на странице ""F.A.Q.""",new,open,
0001004,qa27,test,,normal,text,always,,General,2023-03-30,,,,public,2023-03-30,"[Свистунов] В украинской локализации, не переведенный текст. L10N",new,open,
0000998,qa27,Ella QA27,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-30,[Татаринович Элеонора] Не корректно функционирует валидация теоефон  позволяет вносить набор цифр в большом количестве,new,open,
0001002,qa27,test,,high,minor,have not tried,,General,2023-03-30,,,,public,2023-03-30,[Свистунов] Пустая гиперссылка VIBER.,new,open,
0001001,qa27,Ella QA27,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,[Татаринович Элеонора] Не  функционирует валидация телефон  позволяет вносить не телефонный номер,new,open,
0000999,qa27,Ella QA27,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,[Татаринович Элеонора] Не  функционирует валидация телефон  позволяет вносить не телефонный номер,new,open,
0001000,qa27,Ella QA27,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,[Татаринович Элеонора] Не корректно функционирует валидация теоефон  позволяет вносить набор цифр в большом количестве,new,open,
0000997,qa27,Ella QA27,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,[Татаринович Элеонора] Не корректно функционирует валидация ФИО позволяет вносить символы,new,open,
0000996,qa27,Ella QA27,,high,trivial,sometimes,,General,2023-03-29,,,,public,2023-03-29,[Татаринович Элеонора] При переключении вкладок сайт Авада-Медия зависает,new,open,
0000995,avada-media Diakonova,Ella QA27,,high,trivial,sometimes,,General,2023-03-29,,,,public,2023-03-29,При переключении вкладок сайт Авада-Медия зависает,new,open,
0000994,knp191,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]При выборе здания на странице описания зданий на локализации ""المباني"" локализация меняется на ""Espanol""",new,open,
0000993,knp191,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]Отсутствует локалищация на ""Pl"" на страницке ""Tablice szkolenia jednostek""",new,open,
0000992,knp191,test,,high,minor,always,,General,2023-03-29,,,,public,2023-03-29,[Исаенко]Отсутствует логотип на главной странице,new,open,
0000991,knp192,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"(Аліна Карпова) [L10N]відсутня корейська локалізація на сторінці ""Sustainability""",new,open,
0000990,knp192,test,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Мирослава Бондаренко] [L10N] Регион ""România"" отсутствует локализация на румынском",new,open,
0000989,knp192,kadochnikov,,high,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,[Кадочніков] Немає литовської локалізації,new,open,
0000988,knp192,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"(Аліна Карпова) [L10N]відсутня корейська локалізація на сторінці ""About us""",new,open,
0000986,knp192,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"[L10N]відсутня корейська локалізація на сторінці ""About us""",new,open,
0000987,knp191,test,,high,major,have not tried,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]Ошибка ""Out of Memory"" при сохранении блокнона с 10000000 символами",new,open,
0000985,knp192,test,,normal,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[ Омельницкий ] [ L10N ] Отсутствует локализация текста картинки над footer'ом на странице ""Найкращі подарунки для геймерів""",new,open,
0000984,knp192,test,,normal,trivial,always,,General,2023-03-29,,,,public,2023-03-29,[Мирослава Бондаренко] [L10N] Регион Latinoamerica/Espanol отсутствует локализация на испанском языке,new,open,
0000983,knp192,test,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Тимченко] [L10N] Отсутствует украинская локализация на странице ""Доступність""",new,open,
0000982,knp192,test,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Крупица][L10N]Отсутствует китайская локализации для всех страниц из раздела ""Игровая зона""",new,open,
0000981,knp192,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"(Аліна Карпова) [L10N]відсутня арабська локалізація на сторінці ""Legal Notice""",new,open,
0000980,knp192,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"(Аліна Карпова) [L10N]відсутня китайська локалізація на сторінці ""LEGO Compliance Line Report an issue""",new,open,
0000979,knp191,test,,normal,major,always,,General,2023-03-29,,,,public,2023-03-29,[Исаенко]Форма выбора названия королевству отображается не по центру при изменении размера окна браузера,new,open,
0000978,knp191,test,,high,major,always,,General,2023-03-29,,,,public,2023-03-29,[Исаенко]При вводе названия королевства можно ввести невидимый символ,new,open,
0000977,knp192,test,,normal,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,"[Крупица][I18N]Страница ""404"" имеет только английскую локализацию",new,open,
0000976,knp192,test,,normal,trivial,always,,General,2023-03-29,,,,public,2023-03-29,[ Омельницкий ] [ I18N ] Отсутствует значение для заголовка и описания в окне авторизации,new,open,
0000975,knp192,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,[Мирослава Бондаренко] [L10N],new,open,
0000974,knp192,kadochnikov,,high,minor,always,,General,2023-03-29,,,,public,2023-03-29,"Для Ізраїлю, Саудовської Арабії, ОАЕ немає відповідних варіантів локалізації",new,open,
0000973,knp192,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"(Аліна Карпова) відсутня китайська локалізація на сторінці ""кар'єра""",new,open,
0000972,knp191,test,,normal,major,always,,General,2023-03-29,,,,public,2023-03-29,[Исаенко]Форма редактирования персонажа отображается не по центру при изменении размера окна браузера,new,open,
0000971,knp192,test,,normal,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,[Крупица]Не полностью переведен футер на китайский язык,new,open,
0000970,knp191,test,,low,minor,always,,General,2023-03-29,,,,public,2023-03-29,[Исаенко]Две кнопки закрыть в окне редактирования персонажа,new,open,
0000969,knp192,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"(Аліна Карпова) відсутня китайська локалізація на сторінці ""Покупки в роздрібному магазині""",new,open,
0000968,knp192,test,,high,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[ Омельницкий ] [ L10N ] Отсутствует украинская локализация для всех страниц в разделе ""Допомога""",new,open,
0000967,knp191,test,,normal,major,always,,General,2023-03-29,,,,public,2023-03-29,[Исаенко]При вводе имени можно ввести невидимый символ,new,open,
0000966,knp192,test,,low,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Крупица]Отсутствует корейская локализация на странице ""LEGO Compliance Hotline""",new,open,
0000965,knp192,kadochnikov,,normal,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,"[Кадочніков] Для японської відсутня локалізація сторінки ""про нас""",new,open,
0000964,knp192,test,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,[Мануйлов Никита][I18N] Не сохраняется локализация при переходе на другой домен,new,open,
0000963,knp191,test,,high,major,have not tried,,General,2023-03-29,,,,public,2023-03-29,[Исаенко]При регистрации можно указать невалидную почту,new,open,
0000962,knp192,kadochnikov,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"Для сторінки ""змінні деталі"" відсутня українська локалізація",new,open,
0000961,knp191,test,,high,major,always,,General,2023-03-29,,,,public,2023-03-29,"[AndrySaprigin] Нет перевода при переходе по ссылке ""Контакты""",new,open,
0000960,knp191,Daniil,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Антонишин] Отсутствие LE локализации страницы ""FAQ""",new,open,
0000959,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие ES локализации на странице ""Noticias LEGO®""",new,open,
0000958,knp191,test,,normal,tweak,always,,General,2023-03-29,,,,public,2023-03-29,"[Кохановский] отсутствует словенская локализация на странице ""Linka súladu s predpismi spoločnosti LEGO""",new,open,
0000957,knp191,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко] Отсутствует локализация страницы ""Pick and Build""  на французской локализации",new,open,
0000956,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие JP локализации на странице ""LEGOグループについて""",new,open,
0000955,knp191,Daniil,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,[Антонишин] Отсутствие LE локализации картинок загрузки с приложения и текста,new,open,
0000954,knp191,test,,high,crash,always,,General,2023-03-29,,,,public,2023-03-29,"[AndrySaprign] При выборе Украинской локализации не закржается контент по ссылке ""Cookies""",new,open,
0000953,knp191,test,,normal,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко] Отсутствует локализация товаров в коллекции ""Аватар"" на  ""產品目錄"" локализации",new,open,
0000952,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,[Елизарьев] Футер не локализирован на японский (日本語) язык,new,open,
0000951,knp191,dima,,normal,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,[Синяков] Отсутствие тайваньской локализации страницы Sustainability,new,open,
0000950,knp191,AnastasiiaLusta,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие CN локализации в баннерах на странице ""品牌目录 | 官方乐高®商店""",new,open,
0000949,knp191,Daniil,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Антонишин] Отсутствие DE локализации кнопки ""Sale""",new,open,
0000948,knp191,test,,high,text,always,,General,2023-03-29,,,,public,2023-03-29,[AndrySaprigin] При выборе Саудовской аравии не отображается местность в соответствии с выбраной локализацией,new,open,
0000947,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы ""Piese de schimb"" отсутствует локализация на România",new,open,
0000946,knp191,dima,,normal,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,[Синяков] Отсутствие локализации описания раздела Home Decor в тайваньской локализации,new,open,
0000945,knp191,AnastasiiaLusta,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие KR локализации на странице ""레고 그룹 소개""",new,open,
0000944,knp191,Daniil,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Антонишин] Отсутствие DE локализации фильтров товара у категории ""Themenwelt""",new,open,
0000943,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы ""Contactează-ne"" отсутствует локализация на România",new,open,
0000942,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Бондарчук] Отсутствие локализации в названиях категорий в выдвигающемся блоке меню пункта ""按主題設定""",new,open,
0000941,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Елизарьев] Страница ""LEGO 投訴專線"" не локализирована на 繁體中文 (Chinese) язык",new,open,
0000940,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы ""Întrebări frecvente"" отсутствует локализация на România",new,open,
0000939,knp191,test,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,[Филатова] Отсутствует tr локализация в названии товара №75575,new,open,
0000938,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы  ""Găsește instrucțiuni de construcție"" отсутствует локализация на România",new,open,
0000916,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы  ""Про Lego Group"" отсутствует локализация на UA",new,open,
0000937,knp191,dima,,normal,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,[Синяков] Отсутствие локализации Cookie в футере при тайваньской локализации,new,open,
0000936,knp191,AnastasiiaLusta,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие TR локализации на странице ""LEGO Uyumluluk hattı""",new,open,
0000935,knp191,test,,high,major,always,,General,2023-03-29,,,,public,2023-03-29,[AndrySaprigin] Не настроена локализация на вкладке Cookies,new,open,
0000934,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Елизарьев] Страница ""關於 LEGO Group"" не локализирована на 繁體中文 (Chinese) язык",new,open,
0000933,knp191,test,,normal,tweak,have not tried,,General,2023-03-29,,,,public,2023-03-29,"[Tarasiuk] При переходе по ссылке в футере ""Ofertas de trabajo Lego"" на локализации es-mx отсутствует испанская локализация",new,open,
0000932,knp191,dima,,normal,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,[Синяков] Отсутствие UA локализации всего раздела Customer Service,new,open,
0000931,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Бондарчук] Отсутствие локализации названия блока ""Read All About It"" на китайском языке, на главной странице",new,open,
0000930,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие PL локализации на странице ""Odpowiedzialność""",new,open,
0000929,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие PL локализации на странице ""Aktualności LEGO""",new,open,
0000928,knp191,test,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Филатова] Отсутствует it локализация на странице ""Segnalazioni sulla conformità LEGO""",new,open,
0000927,knp191,dima,,normal,minor,have not tried,,General,2023-03-29,,,,public,2023-03-29,"[Синяков] Отсутствие UA локализации заголовка Product Unavailable на странице ""Приглашаем взрослых""",new,open,
0000926,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие  PL локализации на странице ""O Grupie LEGO""",new,open,
0000925,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы  ""Зв,яжіться з нами"" отсутствует локализация на UA",new,open,
0000924,knp191,Daniil,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Антонишин] Отсутствие UA локализации текста тела формы с ознакомлением с программой на странице ""Статьи""",new,open,
0000923,knp191,test,,normal,tweak,always,,General,2023-03-29,,,,public,2023-03-29,"[Кохановский] отсутствует украинская локализация на странице ""Про Lego group""",new,open,
0000922,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие локализации на странице ""Юридична інформація""",new,open,
0000921,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Елизарьев] Страница ""Сертифікація товарів LEGO"" не локализирована на украинский язык",new,open,
0000920,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Елизарьев] Страница ""404 Page not found"" не локализирована на украинский язык",new,open,
0000919,knp191,Daniil,,normal,tweak,have not tried,,General,2023-03-29,,,,public,2023-03-29,"[Антонишин] Отсутствие UA всей локализации на странице товара ""Програма «Doom the Gloom»""",new,open,
0000918,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие локализации на странице ""Відкликання продуктів""",new,open,
0000917,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Елизарьев] Страница ""Наша відповідальність"" не локализирована на украинский язык",new,open,
0000915,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие локализации на странице ""Сертифікація товарів LEGO""",new,open,
0000914,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Елизарьев] Страница ""Новини LEGO®"" не локализирована на украинский язык",new,open,
0000913,knp191,test,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Елизарьев] Страница ""Про LEGO Group"" не локализирована на украинский язык",new,open,
0000912,knp191,test,,low,tweak,always,,General,2023-03-29,,,,public,2023-03-29,[AndrySaprigin] При привязке Apple ID код подтверждения отправляется дважды,new,open,
0000911,knp191,Daniil,,high,tweak,have not tried,,General,2023-03-29,,,,public,2023-03-29,"[Антонишин] Отсутствие локализации целых блоков на странице товара ""Land Rover Classic Defender 90""",new,open,
0000910,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие локализации на странице ""Гаряча лінія LEGO з питань дотримання вимог законодавства""",new,open,
0000909,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы ""Сталий розвиток"" отсутствует локализация на UA",new,open,
0000908,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие локализации на странице ""Наша відповідальність""",new,open,
0000907,knp191,dima,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,[Синяков] Отсутствие украинской локализации на странице Lego Icons Land Rover Classic Defender 90,new,open,
0000904,knp191,test,,normal,tweak,always,,General,2023-03-29,,,,public,2023-03-29,[Сариев] Некорректная UA локализация в блоке описания видео на странице Видео для детей,new,open,
0000906,knp191,test,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Филатова] Отсутствует uk локализация на странице ""Наша відповідальність""",new,open,
0000905,knp191,test,,normal,tweak,always,,General,2023-03-29,,,,public,2023-03-29,"[Кохановский] отсутствует украинская локализация на странице ""DC""",new,open,
0000903,knp191,test,,low,tweak,have not tried,,General,2023-03-29,,,,public,2023-03-29,"[Тарасюк] При переходе на ""  Гаряча лінія LEGO з питань дотримання вимог законодваства "" отсутствует украинская локализация",new,open,
0000902,knp191,Daniil,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Антонишин] Отсутствие локализации тега ""Новинки"" на странице товара ""Land Rover Classic Defender 90""",new,open,
0000901,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы ""Знайти інструкції зі збирання"" отсутствует локализация на UA",new,open,
0000900,knp191,test,,normal,tweak,always,,General,2023-03-29,,,,public,2023-03-29,"[Тарасюк]При переходе на страницу ""Lego Idea"" перескакивает на английский",new,open,
0000899,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие локализации на странице ""Вакансії""",new,open,
0000898,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы ""Поширенні запитання"" отсутствует локализация на UA",new,open,
0000897,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Отсутствие локализации на странице ""Новини LEGO""",new,open,
0000896,knp191,test,,low,text,always,,General,2023-03-29,,,,public,2023-03-29,"[Исаенко]У страницы ""Змінні деталі"" отсутствует локализация на УКР",new,open,
0000895,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"Отсутствие локализации на странице ""Про LEGO Group""",new,open,
0000894,knp191,AnastasiiaLusta,,low,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"Отсутствие локализации на странице ""Batman"" в ""Опис""",new,open,
0000893,knp191,AnastasiiaLusta,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Кнопка ""Крестик"" постоянно вызывает форму",new,open,
0000892,knp191,AnastasiiaLusta,,normal,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Луста] Неактивная кнопка ""Close"" в форме кастомизации персонажа",new,open,
0000891,qa27,arglass,,low,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Марущак Александр] Отсутствует частичная локализация EN раздела ""CHOOSING A GAME ENGINE""",new,open,
0000890,qa27,arglass,,low,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Марущак Александр] Отсутствует частичная локализация EN раздела ""3D CHARACTER DESIGN""",new,open,
0000889,qa27,arglass,,low,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Марущак Александр] Отсутствует частичная локализация EN раздела ""FOR DOLLS AND PLAYABLE CHARACTERS""",new,open,
0000888,qa27,arglass,,low,minor,always,,General,2023-03-29,,,,public,2023-03-29,"[Марущак Александр] Отсутствует частичная локализация EN раздела ""ACCOUNTING PROGRAM FOR A PHARMACY""",new,open,
0000887,qa27,mariaflores,,normal,trivial,always,,General,2023-03-29,,,,public,2023-03-29,"[Флорес] Отсутствует частичная UA локализация раздела ""LARAVEL DEVELOPERS""",new,open,
